9203210 9801208 10
9203210 9801209 10
9203222 9908362 23
9204229 9908362 57
9205220 9506358 90
9205224 9204213 95
NODE--NUMBER--10 NODE--NUMBER--11 101
NODE--NUMBER--12 NODE--NUMBER--13 145
NODE--NUMBER--14 NODE--NUMBER--15 176
NODE--NUMBER--16 NODE--NUMBER--17 181
NODE--NUMBER--18 NODE--NUMBER--17 183
NODE--NUMBER--19 9203210 189
NODE--NUMBER--20 NODE--NUMBER--21 197
NODE--NUMBER--20 NODE--NUMBER--22 197
NODE--NUMBER--20 NODE--NUMBER--23 197
NODE--NUMBER--24 NODE--NUMBER--20 204
NODE--NUMBER--25 NODE--NUMBER--26 209
NODE--NUMBER--27 9908362 220
NODE--NUMBER--28 NODE--NUMBER--17 221
NODE--NUMBER--29 NODE--NUMBER--30 227
NODE--NUMBER--31 NODE--NUMBER--32 237
NODE--NUMBER--33 NODE--NUMBER--34 238
NODE--NUMBER--35 NODE--NUMBER--18 244
NODE--NUMBER--36 NODE--NUMBER--14 269
NODE--NUMBER--37 NODE--NUMBER--30 274
NODE--NUMBER--38 NODE--NUMBER--39 292
NODE--NUMBER--40 9908362 323
NODE--NUMBER--40 NODE--NUMBER--41 323
NODE--NUMBER--42 NODE--NUMBER--43 324
NODE--NUMBER--44 NODE--NUMBER--45 338
NODE--NUMBER--44 NODE--NUMBER--46 338
NODE--NUMBER--47 NODE--NUMBER--18 358
NODE--NUMBER--48 NODE--NUMBER--44 364
NODE--NUMBER--49 NODE--NUMBER--35 366
NODE--NUMBER--49 NODE--NUMBER--50 366
NODE--NUMBER--51 NODE--NUMBER--52 371
NODE--NUMBER--53 NODE--NUMBER--54 378
NODE--NUMBER--55 NODE--NUMBER--44 393
NODE--NUMBER--55 NODE--NUMBER--20 393
NODE--NUMBER--56 NODE--NUMBER--21 394
NODE--NUMBER--56 NODE--NUMBER--57 394
NODE--NUMBER--58 NODE--NUMBER--49 400
NODE--NUMBER--59 NODE--NUMBER--60 405
NODE--NUMBER--61 NODE--NUMBER--62 407
NODE--NUMBER--63 NODE--NUMBER--57 411
NODE--NUMBER--64 NODE--NUMBER--53 423
NODE--NUMBER--64 NODE--NUMBER--37 423
NODE--NUMBER--65 NODE--NUMBER--66 429
NODE--NUMBER--67 NODE--NUMBER--68 433
NODE--NUMBER--67 NODE--NUMBER--69 433
NODE--NUMBER--67 NODE--NUMBER--70 433
NODE--NUMBER--71 NODE--NUMBER--46 439
NODE--NUMBER--71 NODE--NUMBER--72 439
NODE--NUMBER--73 NODE--NUMBER--56 448
NODE--NUMBER--73 NODE--NUMBER--13 448
NODE--NUMBER--73 NODE--NUMBER--74 448
NODE--NUMBER--75 NODE--NUMBER--30 455
NODE--NUMBER--76 NODE--NUMBER--77 458
NODE--NUMBER--78 NODE--NUMBER--79 461
NODE--NUMBER--80 NODE--NUMBER--54 464
NODE--NUMBER--80 NODE--NUMBER--81 464
NODE--NUMBER--82 NODE--NUMBER--83 475
NODE--NUMBER--84 NODE--NUMBER--85 488
NODE--NUMBER--86 NODE--NUMBER--87 492
NODE--NUMBER--88 NODE--NUMBER--89 496
NODE--NUMBER--90 NODE--NUMBER--91 507
NODE--NUMBER--92 9203222 510
NODE--NUMBER--93 NODE--NUMBER--24 515
NODE--NUMBER--94 NODE--NUMBER--95 533
NODE--NUMBER--96 NODE--NUMBER--97 536
NODE--NUMBER--98 NODE--NUMBER--99 554
NODE--NUMBER--100 9908362 555
NODE--NUMBER--101 NODE--NUMBER--73 557
NODE--NUMBER--101 NODE--NUMBER--11 557
NODE--NUMBER--101 NODE--NUMBER--102 557
NODE--NUMBER--103 NODE--NUMBER--13 559
NODE--NUMBER--103 NODE--NUMBER--20 559
NODE--NUMBER--104 NODE--NUMBER--49 560
NODE--NUMBER--105 NODE--NUMBER--35 568
NODE--NUMBER--106 NODE--NUMBER--32 578
NODE--NUMBER--106 NODE--NUMBER--28 578
NODE--NUMBER--106 NODE--NUMBER--107 578
NODE--NUMBER--108 NODE--NUMBER--92 584
NODE--NUMBER--109 NODE--NUMBER--49 586
NODE--NUMBER--110 NODE--NUMBER--20 587
NODE--NUMBER--110 NODE--NUMBER--111 587
NODE--NUMBER--112 NODE--NUMBER--73 591
NODE--NUMBER--112 NODE--NUMBER--113 591
NODE--NUMBER--112 NODE--NUMBER--114 591
NODE--NUMBER--115 NODE--NUMBER--71 593
NODE--NUMBER--116 NODE--NUMBER--117 594
NODE--NUMBER--118 NODE--NUMBER--30 596
NODE--NUMBER--118 NODE--NUMBER--68 596
NODE--NUMBER--119 NODE--NUMBER--56 603
NODE--NUMBER--120 NODE--NUMBER--121 605
NODE--NUMBER--122 NODE--NUMBER--123 615
NODE--NUMBER--124 NODE--NUMBER--99 619
NODE--NUMBER--124 NODE--NUMBER--125 619
NODE--NUMBER--126 NODE--NUMBER--127 624
NODE--NUMBER--128 NODE--NUMBER--56 629
NODE--NUMBER--129 NODE--NUMBER--64 639
NODE--NUMBER--130 NODE--NUMBER--131 647
NODE--NUMBER--130 NODE--NUMBER--132 647
NODE--NUMBER--133 NODE--NUMBER--94 659
NODE--NUMBER--134 NODE--NUMBER--80 665
NODE--NUMBER--135 NODE--NUMBER--134 681
NODE--NUMBER--135 NODE--NUMBER--56 681
NODE--NUMBER--136 NODE--NUMBER--114 685
NODE--NUMBER--136 NODE--NUMBER--113 685
NODE--NUMBER--137 NODE--NUMBER--106 707
NODE--NUMBER--138 NODE--NUMBER--117 712
NODE--NUMBER--138 NODE--NUMBER--108 712
NODE--NUMBER--139 NODE--NUMBER--93 715
NODE--NUMBER--139 NODE--NUMBER--39 715
NODE--NUMBER--140 NODE--NUMBER--112 725
NODE--NUMBER--141 NODE--NUMBER--142 730
NODE--NUMBER--141 NODE--NUMBER--143 730
NODE--NUMBER--141 NODE--NUMBER--144 730
NODE--NUMBER--145 NODE--NUMBER--146 732
NODE--NUMBER--147 NODE--NUMBER--145 736
NODE--NUMBER--148 NODE--NUMBER--20 739
NODE--NUMBER--148 NODE--NUMBER--39 739
NODE--NUMBER--149 NODE--NUMBER--71 740
NODE--NUMBER--150 NODE--NUMBER--90 744
NODE--NUMBER--151 NODE--NUMBER--152 746
NODE--NUMBER--151 NODE--NUMBER--153 746
NODE--NUMBER--151 NODE--NUMBER--154 746
NODE--NUMBER--155 NODE--NUMBER--132 748
NODE--NUMBER--156 NODE--NUMBER--157 751
NODE--NUMBER--158 NODE--NUMBER--159 752
NODE--NUMBER--160 NODE--NUMBER--35 754
NODE--NUMBER--161 NODE--NUMBER--162 755
NODE--NUMBER--163 NODE--NUMBER--162 756
NODE--NUMBER--163 NODE--NUMBER--77 756
NODE--NUMBER--163 NODE--NUMBER--71 756
NODE--NUMBER--163 NODE--NUMBER--134 756
NODE--NUMBER--164 NODE--NUMBER--30 771
NODE--NUMBER--164 NODE--NUMBER--134 771
NODE--NUMBER--164 NODE--NUMBER--52 771
NODE--NUMBER--164 NODE--NUMBER--88 771
NODE--NUMBER--164 NODE--NUMBER--165 771
NODE--NUMBER--166 NODE--NUMBER--164 774
NODE--NUMBER--167 NODE--NUMBER--168 775
NODE--NUMBER--169 NODE--NUMBER--71 794
NODE--NUMBER--170 NODE--NUMBER--78 795
NODE--NUMBER--171 NODE--NUMBER--78 799
NODE--NUMBER--172 NODE--NUMBER--145 801
